hidden_layer,batch_size,learning_rate,taxa_acerto,num_epochs,training_loss,validation_loss
25,5000,10.0,0.6452142857142857,45,"[2.303267002105713, 2.3008477687835693, 2.298229455947876, 2.295163631439209, 2.2912378311157227, 2.285665273666382, 2.276984214782715, 2.2636048793792725, 2.2463040351867676, 2.2288243770599365, 2.2138257026672363, 2.2006771564483643, 2.1874020099639893, 2.1720499992370605, 2.1533377170562744, 2.1317312717437744, 2.1091105937957764, 2.086989402770996, 2.06540846824646, 2.0455362796783447, 2.028897285461426, 2.01648211479187, 2.0098862648010254, 2.0097174644470215, 2.011301040649414, 2.0018131732940674, 1.9820327758789062, 1.9610494375228882, 1.9506295919418335, 1.9355319738388062, 1.9282640218734741, 1.9193367958068848, 1.9141230583190918, 1.908550500869751, 1.9037836790084839, 1.8989012241363525, 1.8934974670410156, 1.886833667755127, 1.8775250911712646, 1.8667538166046143, 1.8586344718933105, 1.8514946699142456, 1.8459817171096802, 1.8432608842849731, 1.8463536500930786]","[2.300129214922587, 2.29767800512768, 2.294823544366019, 2.291196283839998, 2.2860973619279408, 2.2782159816651117, 2.265992215701512, 2.2497564270382835, 2.233155823889233, 2.218529990741185, 2.2057398557662964, 2.191646348862421, 2.1761461269287836, 2.1557176737558272, 2.13398954414186, 2.1101190192358836, 2.088972801253909, 2.06791577452705, 2.0505021583466303, 2.033995883805411, 2.0232667270160856, 2.016412093525841, 2.018369050253005, 2.017962109474909, 2.0126277321860906, 1.9854387101672946, 1.9725871142886935, 1.9538141744477409, 1.9469373226165771, 1.9314275696164085, 1.9304656897272383, 1.9172995998745872, 1.9190006738617307, 1.9071160980633326, 1.908140724613553, 1.8967652576310294, 1.8941389662878854, 1.8793563048044841, 1.871193406127748, 1.859396483216967, 1.8552672806240262, 1.846706475530352, 1.8467619050116766, 1.8486002201125735, 1.859101829074678]"
50,1,0.1,0.9193333333333333,25,"[2.0036590323969947, 1.7145240914704776, 1.6130349525191063, 1.5706381222848345, 1.5529429393664531, 1.5391077872490162, 1.5291154926408408, 1.5226510797269013, 1.515717463317836, 1.5085659196649128, 1.5043009052421599, 1.5015251591196535, 1.4982442888266374, 1.4962105159402777, 1.4946168798951058, 1.4921231363315204, 1.4906402202958369, 1.4886833914853879, 1.4878497756846214, 1.486007660836023, 1.4848243721868306, 1.4842112928563342, 1.4833901561148335, 1.48283397371613, 1.4823739655996995]","[1.7675352352006095, 1.6605300591105507, 1.5947829002425784, 1.5818038980166118, 1.5815019266945975, 1.5696717273621332, 1.5612628431547255, 1.5602587915602184, 1.5572810201417833, 1.5609687907355172, 1.558281733876183, 1.55275658482597, 1.5525808958780198, 1.5504383075804937, 1.5522155875251407, 1.5503589113553364, 1.547997880549658, 1.5505250153087435, 1.5464441918191456, 1.5469981261662074, 1.5480461745035081, 1.5455755931990487, 1.5475341762815202, 1.545756269068945, 1.5458675991921198]"
50,1,0.5,0.8986428571428572,9,"[1.7706779039580958, 1.5942851665568938, 1.5723885469470984, 1.555957499993613, 1.5489368577031142, 1.5362590150276072, 1.530911655491842, 1.5207604915052682, 1.5201290349861125]","[1.622474037465595, 1.5974185041018896, 1.5820252895355225, 1.5775235919725328, 1.5756853989192419, 1.5568166346777053, 1.5773722870009286, 1.5730350897425698, 1.5662331779797871]"
50,1,1.0,0.826047619047619,6,"[1.7955225684400034, 1.6383738117137894, 1.6165711929569675, 1.616968697489536, 1.6019444381220147, 1.5970260444272157]","[1.6603214683986844, 1.635252296924591, 1.6052277003015791, 1.6145642257872082, 1.6451730217252458, 1.6350363521348863]"
50,1,10.0,0.09971428571428571,4,"[2.3576273395672254, 2.3569647390428936, 2.357129361539346, 2.3571293614916526]","[2.361434822990781, 2.3614365600404286, 2.3614365600404286, 2.3614365600404286]"
50,10,0.1,0.9087380952380952,72,"[2.2918939909934997, 2.206341534614563, 2.105560787677765, 2.045756121873856, 1.9949882860183716, 1.9541475858688355, 1.9009402258396149, 1.8548317658901214, 1.8138512532711029, 1.7642520081996917, 1.726257295846939, 1.7043293063640594, 1.6894456355571748, 1.6788359389305114, 1.6641510210037231, 1.6409539918899536, 1.6218842475414277, 1.6086734466552735, 1.5991363360881805, 1.5915313861370086, 1.5853897008895874, 1.5801028230190277, 1.5754462707042693, 1.5715045521259308, 1.5679631752967835, 1.5645631394386292, 1.5616031770706176, 1.558833275794983, 1.5561651029586792, 1.5537597002983092, 1.551579393863678, 1.5495946564674377, 1.5470949742794038, 1.545017814874649, 1.5435791897773743, 1.5415424883365632, 1.5402069401741028, 1.5386728212833405, 1.5370649509429932, 1.5356614406108857, 1.5342257609367371, 1.5328640241622924, 1.5314940161705017, 1.530160917520523, 1.5288934230804443, 1.5277649745941162, 1.526546571969986, 1.525553733587265, 1.524333774805069, 1.5233819139003755, 1.5224117422103882, 1.521455652475357, 1.5204981701374054, 1.5194719734191895, 1.5186023774147033, 1.5180563197135926, 1.5172971432209015, 1.5164868068695068, 1.5157951028347016, 1.5152173264026643, 1.5145930995941161, 1.513877830028534, 1.513246350288391, 1.5127082953453064, 1.5120785567760469, 1.5115357403755187, 1.5110373339653016, 1.510461966753006, 1.5099064402580262, 1.5094669198989867, 1.508887279510498, 1.5084248940944671]","[2.2728377807708013, 2.1683671985353743, 2.088372588157654, 2.0320208299727667, 1.9938560043062483, 1.9465002786545527, 1.8892543486186437, 1.8497981968380155, 1.805639644463857, 1.7553363357271468, 1.7276167841184706, 1.7104277951376778, 1.698418764840989, 1.6900121966997783, 1.6681119771230788, 1.6465262373288472, 1.6305876232328869, 1.621670779727754, 1.6143059929211934, 1.6107126900127955, 1.6050611564091273, 1.6016875051316761, 1.60078098376592, 1.5951567093531291, 1.594775983265468, 1.592827972911653, 1.5906121645654951, 1.5900075208573115, 1.5884006080173312, 1.5860537035124642, 1.5840986484573, 1.5820232033729553, 1.5814705746514457, 1.5797181072689237, 1.5791933763594854, 1.5795983218011402, 1.5781484728767758, 1.5766749864532834, 1.5746156885510398, 1.5760311541103182, 1.575144344852084, 1.5739857100305104, 1.5719290801456995, 1.571937089874631, 1.5723258625893366, 1.57073236930938, 1.5696547059785753, 1.5696168541908264, 1.5689828112011863, 1.5696228004637218, 1.5676499832244146, 1.5674183510598683, 1.5667520477658226, 1.5669973492622375, 1.5676895011039007, 1.5661135145596095, 1.5652014783450536, 1.5650701210612343, 1.5655812053453355, 1.5655241693769182, 1.564712867850349, 1.5636008154778254, 1.5644048622676305, 1.5629385340781439, 1.5633928917703175, 1.5627303946585882, 1.5626243069058372, 1.5625079444476537, 1.562064372357868, 1.5623881192434401, 1.5623631534122286, 1.5621277831849598]"
50,10,0.5,0.9189047619047619,58,"[2.14148100566864, 1.8587163233757018, 1.7183836874961853, 1.6580705304145813, 1.6392239515781402, 1.628465416431427, 1.6197543258666993, 1.6141091318130494, 1.6094114072322845, 1.6056117000579835, 1.6013496499061584, 1.5700826616287231, 1.5429003274440765, 1.5334960339069366, 1.5262708141803742, 1.5214619529247284, 1.516887979745865, 1.513344568967819, 1.510459081172943, 1.5074712357521056, 1.5050625545978547, 1.503369521856308, 1.501333913564682, 1.499239358663559, 1.4977008411884307, 1.4966475400924684, 1.4953502993583678, 1.4941557483673096, 1.493287799358368, 1.4921299748420715, 1.4914895145893097, 1.4906243467330933, 1.4899890005588532, 1.4895234661102295, 1.4889925029277802, 1.488593438386917, 1.4881927065849305, 1.487791326522827, 1.4875960578918457, 1.4872163166999817, 1.4868355705738068, 1.4865183217525482, 1.486246736764908, 1.4860625545978545, 1.485863683462143, 1.4856882665157318, 1.485405969619751, 1.4851643440723419, 1.484817381620407, 1.4845829606056213, 1.484369309902191, 1.4841247110366822, 1.4837624688148499, 1.4836050202846527, 1.4834226288795471, 1.4832980468273163, 1.4830632245540618, 1.482785943031311]","[1.9543484477769761, 1.7924594027655465, 1.6741958743049985, 1.656871267727443, 1.6494636677560353, 1.638206992830549, 1.6345641556240262, 1.632663837500981, 1.6299459167889185, 1.63425247158323, 1.6261009119805836, 1.5859957819893247, 1.5831241465750194, 1.572527147474743, 1.5677468947001867, 1.5665952761967976, 1.5632320131574358, 1.5639252463976543, 1.5600072003546215, 1.5605980980963934, 1.5616782818521773, 1.5580785898935228, 1.5556653283891224, 1.5569838739576793, 1.5563188677742368, 1.5540092587471008, 1.5563812397775196, 1.5539415932836986, 1.5528458101408822, 1.552017521290552, 1.5515565928958712, 1.5513370434443157, 1.551130927744366, 1.5508660475413005, 1.5508806762241183, 1.5499882329077947, 1.549599900132134, 1.5502631635892958, 1.5493591541335696, 1.5501492789813451, 1.5488817038990201, 1.548235881896246, 1.5483680481002444, 1.548405687014262, 1.547664849531083, 1.5469685452325004, 1.54692785796665, 1.5470584602583022, 1.5468425892648243, 1.5465425565129234, 1.5468213444664365, 1.5467654693694342, 1.5463662431353615, 1.5465379470870608, 1.545856768176669, 1.547004589012691, 1.5460330105963207, 1.5465118459292821]"
50,10,1.0,0.9199285714285714,24,"[1.9895378966331483, 1.703187290430069, 1.5981973266601563, 1.5677603969573974, 1.5536528418064117, 1.54055793261528, 1.5300187110900878, 1.52323197388649, 1.517915976524353, 1.5115456688404083, 1.5070669176578522, 1.5025381655693055, 1.499292796611786, 1.4970936751365662, 1.4945349826812744, 1.4925216572284699, 1.4902054042816162, 1.4893233489990234, 1.488385213136673, 1.4880207109451293, 1.4877709982395173, 1.4866258733272553, 1.485886037349701, 1.4852998037338256]","[1.7601793976057143, 1.63095223903656, 1.59977179198038, 1.5869630802245367, 1.5721622166179476, 1.5685979496865046, 1.566308626106807, 1.5619141374315535, 1.564705070995149, 1.5555401671500433, 1.5537533249173845, 1.5505205648286002, 1.5546679241316659, 1.5497726911590213, 1.5481937243824913, 1.5467913576534815, 1.5485894481341045, 1.54734107142403, 1.5454627161934262, 1.5482449276106698, 1.545192534015292, 1.545566201210022, 1.5455918595904397, 1.5455252868788583]"
50,10,10.0,0.8540952380952381,8,"[1.7922585089206695, 1.628617387533188, 1.6021202640533447, 1.5965279974937439, 1.5937520184516907, 1.5875627272129058, 1.5857800536155702, 1.584165274620056]","[1.665511735848018, 1.6126343636285692, 1.6509766919272286, 1.628050772916703, 1.604550844147092, 1.6560621289979844, 1.6230491115933372, 1.6069944359007335]"
50,50,0.1,0.905547619047619,242,"[2.3021306467056273, 2.299478580951691, 2.2963509821891783, 2.29202565908432, 2.2850656127929687, 2.272963674068451, 2.2549010252952577, 2.234285366535187, 2.2142244482040407, 2.1939012670516966, 2.1705822849273684, 2.144346239566803, 2.1185758721828463, 2.098243615627289, 2.083602739572525, 2.0726414239406585, 2.0635208642482756, 2.054965752363205, 2.046438752412796, 2.03653222322464, 2.0232613945007323, 2.0061432373523713, 1.9886250901222229, 1.9715883100032807, 1.954696902036667, 1.9377578794956207, 1.9219538140296937, 1.907648252248764, 1.8951983261108398, 1.8846076285839082, 1.8757881176471711, 1.8681553411483764, 1.8616612374782562, 1.856174863576889, 1.8513705945014953, 1.84716059923172, 1.8433996272087096, 1.840139673948288, 1.8371315824985504, 1.8344005751609802, 1.8319269025325775, 1.8296568965911866, 1.827422833442688, 1.8255448520183564, 1.8235817790031432, 1.821615297794342, 1.8197152209281922, 1.8176758551597596, 1.8153126120567322, 1.8123462772369385, 1.8071215522289277, 1.7999382948875426, 1.7936026084423065, 1.7880622196197509, 1.7827834129333495, 1.77792662024498, 1.7732821595668793, 1.769172990322113, 1.7653407084941863, 1.7618816077709198, 1.7586346232891084, 1.7557662284374238, 1.7530609107017516, 1.750592097043991, 1.7482823526859284, 1.746111067533493, 1.7441338324546813, 1.7421793615818024, 1.740338121652603, 1.738665634393692, 1.7369206821918488, 1.7351604795455933, 1.7331609773635863, 1.730564444065094, 1.72664741396904, 1.7206696200370788, 1.715595351457596, 1.711195627450943, 1.7072773098945617, 1.703531141281128, 1.7001046323776245, 1.696860934495926, 1.693945324420929, 1.691188884973526, 1.6886385023593902, 1.6862157142162324, 1.683914234638214, 1.6818518841266632, 1.6798076665401458, 1.6779925501346589, 1.676140331029892, 1.6744124591350555, 1.6727867221832275, 1.6711640107631682, 1.6697301077842712, 1.6681247520446778, 1.666712166070938, 1.665482907295227, 1.664053659439087, 1.6628380715847015, 1.6614810001850129, 1.6602144467830657, 1.6587861609458923, 1.6572217547893524, 1.6551540350914002, 1.651761727333069, 1.6432749366760253, 1.6324888253211975, 1.6252050721645355, 1.6192207837104797, 1.6139728236198425, 1.6094515562057494, 1.6054489779472352, 1.6019306814670562, 1.5988132572174072, 1.595923684835434, 1.5933215487003327, 1.591071022748947, 1.588857320547104, 1.5869289088249205, 1.5850713300704955, 1.5834205222129822, 1.5818468058109283, 1.580215880870819, 1.5788196480274201, 1.5774294888973237, 1.576128866672516, 1.5749575078487397, 1.5737664663791657, 1.5725149703025818, 1.5715322077274323, 1.5705038249492644, 1.5694751691818238, 1.568468874692917, 1.5675476777553559, 1.5666561901569367, 1.5657995331287384, 1.5649475169181823, 1.5641038084030152, 1.5632905685901641, 1.5625562787055969, 1.56172788977623, 1.5609902119636536, 1.560303076505661, 1.55959086894989, 1.5589393329620362, 1.558261469602585, 1.5575635063648223, 1.5570074009895325, 1.5563046538829803, 1.5557717657089234, 1.5551457440853118, 1.5546180367469788, 1.5539756655693053, 1.5533820581436157, 1.5528893661499024, 1.5523306405544282, 1.5518486404418945, 1.5512681376934052, 1.5507276391983031, 1.5502494692802429, 1.5497399759292603, 1.5492787945270539, 1.5487933897972106, 1.548299355506897, 1.5478627908229827, 1.547349020242691, 1.5469407546520233, 1.5464851129055024, 1.5460579407215118, 1.545620049238205, 1.5451634645462036, 1.544716204404831, 1.54432084441185, 1.543962321281433, 1.5435260128974915, 1.5431528067588807, 1.542704998254776, 1.5423310148715972, 1.5419652593135833, 1.5415668654441834, 1.5411519718170166, 1.5407827925682067, 1.5404744911193848, 1.5400362694263459, 1.5397291672229767, 1.5393462705612182, 1.53900670170784, 1.5386422455310822, 1.5383598721027374, 1.53800945520401, 1.5376151776313782, 1.5373054206371308, 1.537014170885086, 1.5366385281085968, 1.5363594043254851, 1.536052590608597, 1.5356488144397735, 1.5353194820880889, 1.5350854480266571, 1.5347396111488343, 1.5344472634792328, 1.5341714251041412, 1.5338850903511048, 1.5335800659656524, 1.5332999980449677, 1.5329653990268708, 1.532682670354843, 1.5324234247207642, 1.532171162366867, 1.5318651461601258, 1.5315552794933318, 1.5313180100917816, 1.5310425579547882, 1.5307698154449463, 1.5304848122596741, 1.5302019250392913, 1.5299934601783753, 1.5297292459011078, 1.5293914234638215, 1.529187308549881, 1.5289568173885346, 1.5287061476707458, 1.5284581804275512, 1.5281795465946197, 1.5280186212062836, 1.5277359795570373, 1.5275097107887268, 1.5273212206363678, 1.527021858692169, 1.5267967474460602, 1.5265997183322906, 1.526353758573532, 1.526120101213455, 1.525932378768921, 1.525730402469635, 1.5255084419250489, 1.5252674639225006, 1.5250579178333283, 1.5248487162590028, 1.5246359920501709, 1.5244032204151154]","[2.301087050210862, 2.2985464050656272, 2.2953271638779413, 2.2905791884376887, 2.2823949598130726, 2.2684294553030107, 2.2498363767351424, 2.230632475444249, 2.2120334250586375, 2.1912459475653514, 2.1689785378319875, 2.1430247170584544, 2.121892804191226, 2.1052021185557046, 2.0936440967378163, 2.083594424383981, 2.0752602702095393, 2.067090624854678, 2.0575478985196067, 2.046674546741304, 2.0316274847303117, 2.013890348729633, 1.9969342350959778, 1.9794012137821742, 1.9618723676318215, 1.9450659155845642, 1.9290092530704679, 1.9154390125047593, 1.9038736479622977, 1.8942866013163613, 1.885572305747441, 1.878423361551194, 1.8723035539899553, 1.8671449309303647, 1.8622234123093742, 1.8582209206762768, 1.854577464716775, 1.8511387024606978, 1.8484775055022467, 1.8458548869405473, 1.8434228755178905, 1.8408829427900768, 1.8382238036110288, 1.8365210124424525, 1.83473497345334, 1.8328412572542827, 1.8309260918980552, 1.8289415325437273, 1.826346252645765, 1.8223351665905543, 1.8159085171563285, 1.809159903299241, 1.8034228455452692, 1.7985339476948692, 1.7935908096177238, 1.7899770708311171, 1.785424490769704, 1.7823348329180764, 1.779092964671907, 1.7758777737617493, 1.7729379080590748, 1.770602368173145, 1.7685054001354037, 1.7662212678364344, 1.764330702168601, 1.7620232899983723, 1.760651409626007, 1.75853012856983, 1.7566934880756198, 1.755950010958172, 1.7538913857369196, 1.7523929817335946, 1.750917096932729, 1.7477254981086368, 1.74392397914614, 1.7390814508710588, 1.7352665237018041, 1.7322641753015064, 1.7287224531173706, 1.7260115231786455, 1.7229777035259066, 1.720932126045227, 1.71813599552427, 1.715469709464482, 1.7142288769994463, 1.7117523380688258, 1.7103272108804612, 1.7083491058576674, 1.7063517371813457, 1.7051352574711753, 1.7036079877898807, 1.7018243613697233, 1.700428395044236, 1.6990547322091603, 1.698169123558771, 1.6971011332103185, 1.6961802215803237, 1.6938483715057373, 1.6932040680022467, 1.6918933050973075, 1.6907406477701097, 1.6892533273923964, 1.6881602690333413, 1.686141434169951, 1.683680270399366, 1.6776287413778759, 1.663780030750093, 1.6538964878945124, 1.6465281702223278, 1.6412782725833712, 1.635854144891103, 1.6315593691099257, 1.6280115587370736, 1.6245758164496649, 1.621723467395419, 1.619328811055138, 1.6168567509878249, 1.6147807183719816, 1.6123479122207278, 1.610742864154634, 1.6088744401931763, 1.6077400360788618, 1.6061538259188335, 1.6048374261174883, 1.6039781939415705, 1.602623803274972, 1.6017873173668271, 1.600627825373695, 1.5997511120069594, 1.5991290041378565, 1.5979784897395544, 1.5971813741184415, 1.5962927426610674, 1.5959600039890833, 1.5951464403243292, 1.5944799497014, 1.593619133744921, 1.5928914745648701, 1.5925666718255906, 1.591753241561708, 1.5916417837142944, 1.5912567178408306, 1.5903843868346441, 1.5901142614228385, 1.5895894169807434, 1.589069426059723, 1.5883944091342745, 1.588473501659575, 1.5877282505943662, 1.5870563671702431, 1.5864522088141668, 1.5864163552011763, 1.5863947243917556, 1.5857670846439542, 1.5853533829961504, 1.5849767071860177, 1.5846017485573178, 1.5842438510486059, 1.5841901359103976, 1.583851036571321, 1.5832480901763553, 1.583306040082659, 1.5827127212569827, 1.5825028873625255, 1.5821072941734677, 1.581819270338331, 1.5815995562644232, 1.5811871403739566, 1.5808810534931363, 1.5805248334294273, 1.5804428259531658, 1.5800800919532776, 1.5798876285552979, 1.579629883879707, 1.579392277059101, 1.578816538765317, 1.5787435202371507, 1.5786108147530329, 1.5786534661338443, 1.5782217979431152, 1.577989481744312, 1.5775024578684853, 1.5774823342050825, 1.577328037647974, 1.5773002391769773, 1.5770507284573145, 1.5768372671944755, 1.576410988966624, 1.5767782642727806, 1.576135360059284, 1.5759627847444444, 1.5753942273911976, 1.575290234315963, 1.575461983680725, 1.5755537776719957, 1.575069350855691, 1.5748396828061058, 1.574261194183713, 1.5742032613073076, 1.573896859373365, 1.5737027242070152, 1.5735737738155184, 1.5736328079586936, 1.5734757837795077, 1.5733181947753543, 1.573142531372252, 1.5730442518279666, 1.5726292445546104, 1.5726405949819655, 1.5724693508375258, 1.5722761438006447, 1.571902993179503, 1.572045541944958, 1.5716712730271476, 1.5716529545329867, 1.5715385732196627, 1.5716514246804374, 1.571044195265997, 1.5711991815339952, 1.5708188244274683, 1.5709012434596108, 1.5709415503910609, 1.5703635045460291, 1.5704201686949957, 1.5704024320557004, 1.5702463274910337, 1.5701198776563008, 1.5700987435522533, 1.5699795683224995, 1.5694213850157601, 1.5696803955804735, 1.5695041985738845, 1.5692852480070931, 1.569217168149494, 1.5691154258591788, 1.5689967359815324, 1.5688408187457494, 1.5686987014043898, 1.568369516304561, 1.56845147836776, 1.5684223203431993, 1.568472186724345]"
